userName;score;content;;;
Helmi Sudino;3;Apk Buruk, Seharian Muter Nyari Orderan Cuman Dikasih 1-2 Doang! Udah Gitu Argonya Gak Ngotak! Buang Buang Waktu, Delay Orderan Masuk Kadang Sampai Berjam2. Perbaikin Lagi Dong Sistem Orderannya! Jarak Ratusan Meter Aja Nggk Masuk Dalam Lelangan. Giliran Yang 5km Lebih Malah Masuk Orderannya. Kalau Belum Ada Perubahan Kedepannya, Ini Tetap Bintang 1 Ratingnya.;;;
Galih Putra Ramadhan;1;Kepada indriver tolonglah hapus permanen orang yang pakai aplikasi mod, Karena sudah merugikan para driver yang pakai original, saya sebagai driver pakai aplikasi ori selalu ditolak sama penumpang karena ada driver pakai aplikasi mod (bisa jadi nama2 driver yang ori itu ke geser kebawah, dan yang mod didulukan disaat penumpang memilih driver) . Terus yg ke 2 tolong kalau bisa jangan pakai mode sistem penumpang pilih2 driver, kalau bisa sistem seperti gojek sama grab itu lebih nyaman .;;;
Dani Margo Santoso;1;Aplikasi aneh masa iya saldo terpotong ketika penumpang tidak ada atau orderan fiktif ini aplikasi apa nyari untung dari drivers, orderan juga makin sepi sekarang akalin driver dengan potong saldo jika driver dapat orderan fiktif dan batalin,CS nya di chat g berikan jawaban langsung di putus fix ini mah aplikasi cari untung doang;;;
Ferry Sumitra;5;Mantap aplikasinya membantu para driver/pengguna di lapangan yang setia saat kepanasan kehujanan bahkan kegelapan saat mencari penumpang di malam hari,,,jos pokoknya jos bangett tapi kalo aplikasi hanya muter2 saja saat memuat permintaan transportasinya dengan waktu yang cukup lama hal ini dapat merusak mata semua driver di lapangan,bagusnya perbanyak orderan kurangi bug muter2 nya;;;
Yusup Salira;2;ter untuk tim indrive knp semakin kesini semakin sulit dapat orderan, sedangakan akun sudah prioritas..tolong di perbaiki untuk sistem otomatisnya biar labih mantab lagi..jngn di samakan sama yg belum prioritas...untuk radiusnya di perbaiki lagi jngn jarak jauh bisa di cocol sdangkan jarak deket malah gk bisa di cocol.sdangkan sudah ada sistem otomatis.;;;
Pujie Prasetyo;5;Apk sudah bagus mudah digunakan , tapi untuk sistem tolong dikembalikan seperti dulu , dan untuk bunyi notifikasi dibuat agar lebih kencang dan panjang karena kita driver tidak mengetahui kalau ada orderan masuk pas kita lagi di kendaraan , terima kasih;;;
mukhlis pnb;1;Tolong nomor Handphone Penumpang di buat ada seperti sebelum nya.. Kecuali indrive ada kantor di setiap kota, Se andai nya ada penumpang begal / rampok driver yg sedang bekerja di malam/pagi dini hari.. Kemana driver mengadu dan mencari pelaku penumpang nakal tersebut ? Dari No Hp lah bisa di lacak keberadaan penumpang nakal tersebut.. Boleh kalian melindungi Penumpang.. Cuma kalian Iindungi juga driver yg kerja extra.. Sekali lagi tolong nomor hp penumpang di ada kan seperti sebelum nya..;;;
Nur amelia;1;aplikasi lebih sering di update selalu ada gangguan di minta verifikasi wajah setelah di verifikasi di minta lagi verifikasi stnk dan juga skck setelah di verifikasi semua permintaan di tolak gimana sii!!!!!;;;
Frederick Claufer;3;Ngerii di google maps jarak dari titik A ke titik B nya 14km di aplikasi hanya 8km jarak dari titik A ke B. Kok bisa beda begini, tolong di perbaiki dong jangan di tarik garis lurus, pengen murah tapi jangan murahan, sesuaikan dengan kondosi jalan real nya, jangan di tarik lurus aja untuk Menentukan harga argo aplikasi. Mending kalau dekat ini jarak jauh blm macet blm ini itu nya mutar mutar;;;
Shofi Jumaidah;1;Aplikasi sialan penumpang belum saya ambil dan saya antar karena saya cancel, tarif tidak sesuai buat saya langsung saldo hilang miskin banget yah😡😡, dah 3x saya begini, kami ini beli order bukan minta atau dikasih order, ibarat dagangan saya beli dagangan dan saya ga jadi, eh saya suruh bayar, gila nih aplikasi nyedot duit mitra, gw uninstal aplikasi ga jelas, complain jg ga ada tnggapan;;;
Dhea Regita;5;Maaf ralat nilainya.. makin kesini makin aneh aja aplikasinya. Sering error, alamat tdk ditemukan lah, yg diketik apa yg muncul apa, lokasi sering ilang2an jg berubah2 sendiri. Padal aplikasi slalu diperbarui.;;;
sukses Selalu;1;kpd tim developer indrive indonesia,tolong lencana priorotas jangan di hilangkan untuk yg sudah membeli atribut kalo di hilangkan berasa percumah beli atribut ,kalo statusnya sama tolong untuk di perhitungkan lagi ,semisal buat promo untuk driver baru buatlah trial prio bagi driver baru ,selama 1-3 bulan saja intinya buatlah pembeda antara yg sudah membeli atribut lengkap dengan yg belum;;;
AS SOUFFLE PANCAKE;5;Tolong di cek kembali semua driver di indriver yg menggunakan mod,kasihan driver yg tidak menggunakan mod atau hp nya tidak mampu untuk menggunakan mod mreka kerja untuk makan bukan utk perkaya prusahaan saja...;;;
George Soleman Johannes Ticoalu;5;Percaya kan utk perjalanan dgn mobil, motor serta kurir pada In Driver. Pengemudi berkemudi dgn aman dan penumpang aman mendapatkan asuransi kecelakaan dgn premi 1000 Rp. saja. jika penumpang merasa krg aman ada fitur keamanan utk lapor.;;;
angger niki rachma wati;4;Hi indrive, apk nya bagus sih. Mau kasih saran aja, untuk nomor kita sebagai penumpang bisa ga di private aja dari driver? Biar driver chat dan telponnya dr apk aja, ga tiba2 PC ke WA agak terganggu saya. Terimakasih & Sukses selalu indrive;;;
Yayangaway Away;1;G usah ad pelelanggan driver..emangnya kita driver barang .sy berharap pindah k aplikasi ini dri aplikasi tetangga bisa lebih baik .nyatanya jauh dari kenyataan...pemberitahuan order z yg banyak..nariknya kagak;;;
Anggin catur Nugroho;1;Sebenernya aplikasi nya bagus membantu Cuma buat driver harga yang bener donk atur sistem nya.. Kalau sistem map jangan di tarik garis lurus lah ikut kilometer jaraknya Kadang yg jauh harga nya murah yg Deket malah mahal... Perbaiki lagi harga buat driver nya donk biar gak murah bgt setidaknya ada lebih nya lah ..;;;
Every_ 26;2;"Tolong, kepada inDrive untuk secepatnya memberantas orang"" yang pake Mod untuk keuntungan pribadi, ini sangat mengganggu untuk Driver yang pure hasil narik sendiri terlihat jelas perbedaan nya saat inDriver terakhir update di versi 5.6 disana mulai terjadi penurunan order dan pendapatan harian, ternyata setelah saya cari info, versi terbaru itu bersamaan dengan update dari Mod terbaru inDrive, dan ini masih terjadi sampai ulasan ini dibuat, UNTUK PARA PENGGUNA MOD, JANGAN MAU UNTUNG DARI ENTENG";;;
msj net;4;Di aplikasi driver minta di update foto profile. Tapi pas di update tidak bisa. Pesan pop up minta update profile muncul terus. Menghalangi tampilan aplikasi, sehingga tidak bisa mengambil orderan;;;
lucifer Mks;2;notif perubahan foto profile nya tidak bisa tutup, jadi tidak bisa ke halaman beranda mesti hapua data dulu baru login ulang, itupun cuma beberapa menit ehhhh muncul lagi notif nyaaa... sangat mengganggu;;;
Mardhan Akuario;3;Saya pemakai aplikasi sebagai driver , di aplikasi muncul pemberitahuan untuk update data poto tapi pemberitahuan tsb tidak bisa ditutup atau di close (x) sehingga aplilasi tidak bisa di pakai karena tertutup iklan pemberitahuan update poto, ini gmn ?;;;
fajar aja;1;Banyak bug...pop up ganti poto profil muncul terus...jadi ga bisa terima order...membagongkan...kaya ga niat nih aplikasi...;;;
Wahyudi Yudi;1;Makin parah indriver, semenjak uodate jarang sekali dapet orderan, padahal sering kali di depan mata. App sering error, dan semakin banyak driver baru. Tidak ada batasan.;;;
Wel Come;4;Kenapa setelah di updat aplikasinya muncul notifikasi untuk ganti foto profil, dan sering menghalangi notif orderan yang masuk, sangat menggangu , dan tidak bisa di close, walau sudah di close tetap masih muncul.;;;
andika dika;1;Permisi saya ingin mengajukan masalah di dalam aplikasi untuk driver karena terdapat bug yang diperintahkan ganti foto profil terus asal mau narik indriver ,dan bug nya muncul terus ,mohon bantuannya🙏;;;
Amelia Mudjiono;3;Tolong bug yg di indrive di perbaiki min. Dari semalam nggak bisa narik krna gangguan dari semalam.. terima kasih;;;
Aril Sky;1;Aplikasi error tiba-tiba ada notifikasi upload foto di layar depan tidak bisa hilang. Sudah hapus data restart hp masih tetap muncul;;;
andreas yunanda;1;Driver kebanyakan menggunakan MOD untuk rebutan lelang, jd driver murni g bisa nyocol order, ditambah pemberitahuan ttg profil yg malah mengganggu karena tampil terus menerus dan tdk bisa menampilkan layar utama;;;
anggi oktavian;3;Dan sekarang malah aplikasi stuck di pembaruan foto profil.... restart aplikasinya ttep aja notifikasi pembaruan foto profil nutup....dan ga bisa dihilangkan. Plus ga bisa terima pesanan klo masuk...tolong segera diperbaiki dan ditingkatkan lg;;;
yasar al muzanni;4;"Kenapa tiba tiba aplikasi indrive pengemudi saya tidak error tidak dapat masuk, bertahan di "" Foto profil baru, dari kamu "". Dan ada tulisan "" ayo berangkat "". Tapi saya klik, tampilannya tetap seperti itu. Kenapa ya? Apa memang sedang error";;;
sewaka dadioka;5;Tolong menu auto bid jarak diluar jangkauan harusnya tetep muncul buat pilihan, ini gimana error' ko lama banget dari kmaren jadi GK bisa onbid;;;
Jaenudin Nudin;1;Tambah buruk😡 Semakin naik versi, semakin tidak jelas Saya kira aplikasi buatan luar negeri Canggih,ternyata ga seperti di bayangkan 😁😁;;;
Yamaha Vixion;1;Sistem tawar di satu sisi menguntungkan dan di sisi lain merugikan di tambah sistem lelang driver yang di pilih castamer itu sangat merugikan driver kalu castamer yang di beri hak sepenuhnya memilih driver yang masuk lelang kalau bisa lelang driver yang harus di pilih castamer di hapuskan saja. Dan oderan masuk otomatis langsung di bagi bagi dan di sebar ke driver terdekat dengan jarak penjemputan bia castamer juga tidak menuggu terlalu lama;;;
Dimas Nugroho;1;Aplikasi gak jelas.Mode otomatis sudah diaktifkan tapi saat masuk order otomatis gak langsung dapet tapi keterangan nya selalu order ditolak atau order kadaluwarsa.Gak kaya aplikasi GO-JEK atau Grab klo order otomatis ya langsung masuk ke driver tersebut.Komplain ke CS pun gak guna dan gak ada solusi;;;
Victor;1;Banyak Bug Tolong Segera diPerbaiki, 1 Jarak Dekat Tidak Masuk Otomatis. 2. Jendela Keterangan Foto Profil Baru ketika di Klik OK/Lanjut Tidak Bisa Hilang, Klik Close juga Tidak Bisa Hilang Jendela Tersebut.;;;
Rudi marwanto;1;Mengapa begitu sulit mencari pendapatan semenjak Kota Medan Kena Critical Area, Untuk mencari pendapatan penghasilan yang layak cukup sulit.Begitu sangat menantang.Saya berharap untuk kedepannya bisa lebih baik lagi untuk sistem indrive.;;;
Didik maria;3;Aplikasi nya sering bermasalah, apalagi sekarang ada pemberitahuan tentang update foto profil, nggak bisa di hilangkan, tolong di perbaiki segera, sudah dua kali bermasalah, ngilangin pemberitahuan nya dengan cara uninstall aplikasi terus download lagi baru bener. Klo kayak gini terus abis paket data nya;;;
Purnomo Sidi;4;Aplikasi sudah bagus, setelah update notifikasi foto profil muncul terus ga bisa dihilangkan.;;;
Nelsa Nels;5;buat aku yg suka kemana2cocok bangat krn bawa anak kecil ongkos nya lebih murah drpd grab,biasanya makan biaya 100rb ke perjalanan biasanya,klo pake grab,Alhamdulillah pake aplikasi ini murah 60 bisa ketempat tujuan;;;
Ryant Kusumo;5;Untuk inDriver tolong di tambah waktu jemput penumpang jangan terlalu mepet seumpama waktu 3 menit menurut indriver tambahin lah 5 menit jd 8 menit Untuk jaga- jaga kalau jalan macet, jalan memutar, Lampu merah .. Kalau driver sampai lebih cepat kan tidak apa-apa dari pada Orderan di Cancel Penumpang gara-gara telat jumput..;;;
Brigas Dwi Sukoco;5;Apk Real Kalah Sama Apk Mod Yang Berbayar , trus order nya di ambil semua . Sedang kan apk real sudah di ambil tapi bisa ada tulisan , ORDERAN TIDAK AKTIF , ORDERAN KADALUARSA , PERMINTAAN TELAH DI TOLAK , PERMINTAAN TELAH DI TERIMA , tapi gak nerima order malah ke tolak terus , kayak ada yang Heck . Mana management INDRIVE ,.;;;
Denny sanjaya;3;Ini aplikasi lagi gangguan Tah ? Dari kemarin muncul notifikasi ganti profil terus ? Berbagai cara di lakukan tetap muncul lagi Dari mulai cache,,apus data,,apus aplikasi terus download lagi tetep muncul;;;
Muhammad Farizal arbani;1;layanan Cs idrive gk jelas, setiap kali di chat balasnya lama sekali, driver nunggu balasan 5 jam lebih, di chat dari jam 6 malam direspon jam 2 dini hari. Padahal butuh informasi cepat, ada kendala di aplikasi. Kalau gak niat dihapus aja fitur layanannya, percuma. Mau direspon kadang nggak memberikan solusi.;;;
Yajid Ananta;4;Setelah upgrade,, koq jadi error ya ,,muncul notip penggantian foto propil yang gak bisa di hiden..;;;
M.rizki Agung Saputra;1;Ini aplikasi makin hari makin aneh..disuruh ganti profil tapi pas mau diklik ngak bisa di klik silang juga ngak bisa..makin aneh aja.udah di update tapi masih sama aja.ordran sehari cuma 1 padahal orderan lagi banyak giliran udah masuk malah dibatalkan.;;;
Imanuel Arnold Saalino;1;Untuk mode pengemudi: Update ke versi terbaru malah muncul bug notifikasi update foto profil tp notifnya tidak bisa di close. Menutup layar sehingga orderan masuk tidak kelihatan. Mohon segera di perbaiki;;;
ALFIN FS;5;Maaf kak saya pengguna baru di apk ini,, kan saya sebagai driver ketika login, di beberapa hari kemudian muncul notif harus update foto baru,, tapi buat update susah,, udah di uninstall dan download lagi sama aja susah.;;;
Herdi Mauladan;1;Saya isi saldo lewat qris tapi ga masuk harus nunggu 24jam chat ke dukungan ga ada jalan keluar nya masalah ini sangat buruk apa lagi masalah saldo yang telat harus nya bisa fast memperbaiki nya;;;
DANIEL SUWANA;1;Ngebug ..begitu masuk tampilan awal selalu muncul notif (foto profil baru, dari kamu), sudah kutekan berangkat gk respon, sudah kututup dg menekan tanda silang jg gk respon, tolong dong permasalahannya dmn???..sudah kubersihkan cache nya sampai ku ulang uninstall dan install jg sama muncul seperti itu terus...;;;
novia rtnsr;3;Saya indrive motor tapi map nya suka mobil, agak ribet harus ngubah setingan motor lagi di mapnya, mohon di perbaiki lagi fitur map motor sama mobil nya;;;
Rahmat Tullah;5;Luarbiasa dengan ada nya fitur foto dan chating yang sanagat menarik di applikasi driver indrive kalo bisa tidak ada cancel bila penumpang memesan..;;;
Hardi Cristiawan;2;Apk indriver sekarang makin jelek, saldo saya masih 22k udh di suruh ngisi, trus saya di suruh masukin Poto baru, pas mau masukin malah GK bisah, tolong di perbaiki lagi apk indriver nya, saya jadi terganggu saat ingin mengojek, karena di suruh masukin Poto baru terus sma Apkasi;;;
Bambang Saputra;3;Notif foto profil kenapa ga ilang2 ya sehabis di update, ngalangin notif orderan Di klik ayo berangkat muncul lagi muncul lagi Di close sama muncul terus Jadi nge hambat kalao ada orderan masuk ke timpa terus tampilan nya ama notif;;;
Dikamar Saja;5;System nya makin rusak. Tolong hargai yang sudah beli jaket / prioritas dong udah mahal-mahal, jangan disama ratakan sama non prioritas. Terus lelangan juga khusus yang prio aja jangan dibatas. Jarak yang terdekat paling atas secara berurutan. :'(;;;
muhamad Galih Sodikin;4;Aplikasi baru d instal ulang tapi ada notifikasi update foto profil yg selalu ganggu, dan tidak bisa ditutup, setiap ditutup langsung munculul lagi, tolong perbaiki.;;;
Sansan Wawa;1;perbaiki lah . error mulu . masa ada tlulisan poto profil baru trus , di pencet berangkat ga bisa bisa , aneh banget;;;
Akhmad Nadeer Rapianto;2;Kenapa selalu muncul pemberitahuan layanan kemudahan perubahan foto profil di beranda utama ? jadinya ngeblocking orderan yang masuk. Sangat mengganggu. Mulai semalam seperti itu sampai sekarang, sudah coba ganti perangkat tapi tetap sama. Tolong di perbaiki segera. Tidak bisa buka orderan.;;;
ER official;1;Takk turunin dulu bintangnya,karena selalu keluar ganti foto profil terus,jadi kita gak bisa ambil orderan...tolong dong di benahi jangan kayak gini,kita sebagai driver juga sering di tolak dan orderan selalu kadaluwarsa.....;;;
Indra Raniri;3;Kenapa ga bisa di close ya notif perubahan foto? Selalu ada lagi,ada lagi,sudah bbp kali di close ttp ga bisa² Coba tolong di cek lagi sistemnya,saya jadi ga bisa masuk² ke menu,karena notif perubahan foto profil ga bisa di close;;;
Anjas Mnangkda;1;Ada apa dngan indrive malam ini?? Kenapa slalu muncul pemberitahuan ubah profil..sudah di cancel tapi muncul lagi...orderan jadi terhalang.... Mohon lah di perbaiki scepatnya🙏;;;
nicko svr;1;masalah jendela notifikasi dii dalam layar aplikasi yang tetus menerus muncul.. ini membuat aplikasi driver tdk bs di gunakan jatena terus terusan tertutup notifikasi.. tolong di perbaiki/di update dr sistem min 🙏 masih bug lagi.. belum hilang;;;
